PMID,Title,Abstract,csv_name
37690071,Astrocyte biomarkers GFAP and YKL-40 mediate early Alzheimer's disease progression.,"INTRODUCTION: We studied how biomarkers of reactive astrogliosis mediate the pathogenic cascade in the earliest Alzheimer's disease (AD) stages. METHODS: We performed path analysis on data from 384 cognitively unimpaired individuals from the ALzheimer and FAmilies (ALFA)+ study using structural equation modeling to quantify the relationships between biomarkers of reactive astrogliosis and the AD pathological cascade. RESULTS: Cerebrospinal fluid (CSF) amyloid beta (Aβ)(42/40) was associated with Aβ aggregation on positron emission tomography (PET) and with CSF p-tau(181) , which was in turn directly associated with CSF neurofilament light (NfL). Plasma glial fibrillary acidic protein (GFAP) mediated the relationship between CSF Aβ(42/40) and Aβ-PET, and CSF YKL-40 partly explained the association between Aβ-PET, p-tau(181) , and NfL. DISCUSSION: Our results suggest that reactive astrogliosis, as indicated by different fluid biomarkers, influences the pathogenic cascade during the preclinical stage of AD. While plasma GFAP mediates the early association between soluble and insoluble Aβ, CSF YKL-40 mediates the latter association between Aβ and downstream Aβ-induced tau pathology and tau-induced neuronal injury. HIGHLIGHTS: Lower CSF Aβ(42/40) was directly linked to higher plasma GFAP concentrations. Plasma GFAP partially explained the relationship between soluble Aβ and insoluble Aβ. CSF YKL-40 mediated Aβ-induced tau phosphorylation and tau-induced neuronal injury.",AD
40619807,Tau Pathology in the Medial Temporal Lobe and Neocortex: Implications for Cognitive Unimpaired in Cognitively Unimpaired Older Adults.,"BACKGROUND: The accumulation of proteins such as amyloid-beta and tau, which disrupt normal cellular processes, characterizes Alzheimer's disease (AD). Cognitive decline is strongly linked to tau pathology, which initially manifests in the medial temporal lobe (MTL). AIMS: To investigated the association between cognitive performance and regional tau accumulation, as measured by positron emission tomography (PET) imaging, in cognitively normal older adults. Understanding this relationship is critical for early intervention before noticeable cognitive decline emerges. STUDY DESIGN: Retrospective study. METHODS: Tau PET scans were conducted on 440 participants enrolled in the anti-amyloid treatment in asymptomatic Alzheimer's (A4) study. The participants, aged 65-85, were cognitively unimpaired and had complete demographic and genetic profiles. Tau levels in the MTL and temporal neocortex (NEO) was quantified using composite metrics. Cognitive function was evaluated using the preclinical Alzheimer's cognitive composite (PACC) and its individual components. Multiple linear regression models were applied to determine the associations between tau burden and cognitive outcomes, including interaction terms to evaluate the moderating roles of sex and apolipoprotein E (APOE)-ε4 genotype. RESULTS: The average participant age was 71.8 years (standard deviation = 4.84), with females comprising 58% of the sample. Greater tau accumulation in both tauMTL and tauNEO regions was significantly associated with lower cognitive scores. Specifically, reduced PACC scores (p < 0.001) corresponded with higher tau levels in both regions, primarily influenced by declines in Delayed Logical Memory and Free and Cued Selective Reminding test scores. Additionally, tauNEO levels were modestly linked to Mini-Mental State Examination scores. The effects of sex and APOE-ε4 status were minimal. CONCLUSION: Elevated tau deposition in the MTL and NEO is associated with diminished cognitive function, particularly in memory and processing speed domains. Notably, tau accumulation in the MTL showed a strong association with poorer outcomes on memory-related cognitive measures. The limited influence of sex and APOE-ε4 genotype highlights tau pathology as a key contributor to early cognitive decline in preclinical AD.",AD
40495607,Presynaptic loss and axonal degeneration synergistically correlate with longitudinal neurodegeneration and cognitive decline.,"INTRODUCTION: Baseline and longitudinal characteristics of cerebrospinal fluid (CSF) growth-associated protein 43 (GAP-43) and plasma neurofilament light (NfL) and how they correlate interactively with neurodegeneration and cognitive decline in Alzheimer's disease (AD) are not fully understood. METHODS: We investigated dynamic changes of CSF GAP-43 and plasma NfL across different AD stages and their association with longitudinal neurodegeneration and cognitive decline up to 12 years. RESULTS: Individuals with hippocampal atrophy, AD-signature cortical thinning, or hypometabolism (N+) had faster plasma NfL increase rates than healthy individuals, regardless of amyloid/tau status. In contrast, none of these N+ imaging indicators correlated with more rapid increases in CSF GAP-43. Furthermore, CSF GAP-43 and plasma NfL synergistically predicted subsequent gray matter atrophy, cortical thinning, hypometabolism of the middle temporal region, and cognition. DISCUSSION: CSF GAP-43-associated presynaptic loss indicates tau-dependent early neurodegeneration, whereas the axonal degeneration indicated by plasma NfL is a relatively late atrophy/hypometabolism-associated fluid neurodegeneration biomarker. HIGHLIGHTS: Plasma neurofilament light (NfL) was increased in N+ or cognitively impaired individuals. Increases in tau-dependent cerebrospinal fluid CSF growth-associated protein 43 (GAP-43) before imaging neurodegeneration indicators. CSF GAP-43 and plasma NfL are synergistically related to longitudinal neurodegeneration. CSF GAP-43 and plasma NfL are synergistically related to longitudinal cognitive decline.",AD
40067298,Sex Differences in Apolipoprotein E and Alzheimer Disease Pathology Across Ancestries.,"IMPORTANCE: Age, sex, and apolipoprotein E (APOE) are the strongest risk factors for late-onset Alzheimer disease (AD). The role of APOE in AD varies with sex and ancestry. While the association of APOE with AD biomarkers also varies across sex and ancestry, no study has systematically investigated both sex-specific and ancestry differences of APOE on cerebrospinal fluid (CSF) biomarkers together, resulting in limited insights and generalizability. OBJECTIVE: To systematically investigate the association of sex and APOE-ε4 with 3 core CSF biomarkers across ancestries. DESIGN, SETTING, AND PARTICIPANTS: This cohort study examined 3 CSF biomarkers (amyloid β1-42 [Aβ42], phosphorylated tau 181 [p-tau], and total tau, in participants from 20 cohorts from July 1, 1985, to March 31, 2020. These individuals were grouped into African, Asian, and European ancestries based on genetic data. Data analyses were conducted from June 1, 2023, to November 10, 2024. EXPOSURE: Sex (male or female) and APOE-ε4. MAIN OUTCOMES AND MEASURES: The associations of sex and APOE-ε4 with biomarker levels were assessed within each ancestry group, adjusting for age. Meta-analyses were performed to identify these associations across ancestries. Sensitivity analyses were conducted to exclude the potential influence of the APOE-ε2 allele. RESULTS: This cohort study included 4592 individuals (mean [SD] age, 70.8 [10.2] years; 2425 [52.8%] female; 119 [2.6%] African, 52 [1.1%] Asian, and 4421 [96.3%] European). Higher APOE-ε4 dosage scores were associated with lower Aβ42 values (β [SE], -0.58 [0.02], P < .001), indicating more severe pathology; these associations were seen in men and women separately and jointly. The association with APOE-ε4 was statistically greater in men (β [SE], -0.63 [0.03]; P < .001) vs women (β [SE], -0.52 [0.03]; P < .001) of European ancestry (P = .01 for interaction). Women had higher levels of p-tau, indicating more severe neurofibrillary pathology. The association between APOE-ε4 dosage and p-tau was in the expected direction (higher APOE-ε4 dosage for higher p-tau values) in both sexes, but the difference between sexes was significant only in those of African ancestry (β [SE], 0.10 [0.18]; P = .57 for men; β [SE], 0.66 [0.17]; P < .001 for women; P = .03 for interaction). Women also had higher levels of total tau, indicating more neuronal damage. The association between APOE-ε4 dosage and total tau was stronger in women than in men in the African cohort (β [SE], 0.20 [0.22]; P = .36 for men and β [SE], 0.65 [0.22], P = .004 for women [P = .16 for interaction]) and European cohort (β [SE], 0.36 [0.03]; P < .001 in women and β [SE], 0.27 [0.03], P < .001 in men [P = .053 for interaction]); no significant associations were found in the Asian cohort. Sensitivity analysis excluding APOE-ε2 carriers yielded similar results. CONCLUSIONS AND RELEVANCE: In this cohort study, the association of the APOE-ε4 risk allele with tau accumulation was higher in women than in men. These findings underscore the importance of considering sex differences in APOE-ε4's association with AD biomarkers and tau pathology mechanisms in AD. Although this study provides robust evidence of complex interplay between sex and APOE-ε4 for European ancestry, further research is needed to fully understand other ancestry differences.",AD
39716329,Data-driven CSF biomarker profiling: imaging and clinical outcomes in a cohort at risk of Alzheimer's disease.,"BACKGROUND: Cerebrospinal fluid (CSF) biomarkers of synaptic dysfunction, neuroinflammation, and glial response, complementing Alzheimer's disease (AD) core biomarkers, have improved the pathophysiological characterization of the disease. Here, we tested the hypothesis that the co-expression of multiple CSF biomarkers will help the identification of AD-like phenotypes when biomarker positivity thresholds are not met yet. METHODS: Two hundred and seventy cognitively unimpaired adults with family history (FH) of sporadic AD (mean age = 60.6 ± 4.85 years, 64.8% women) underwent lumbar puncture, magnetic resonance imaging (n = 266) and positron emission tomography imaging (n = 239) protocols, and clinical evaluations. CSF Aβ(42), Aβ(40), p-tau(181), p-tau(217,) p-tau(231,) NfL, neurogranin, sTREM2, YKL40, GFAP, S100, α-Synuclein, SYT1, and SNAP25 were measured. Participants were clustered based on CSF biomarker co-expression with an agglomerative algorithm. The predictive value of the classification against brain and cognitive outcomes was evaluated. RESULTS: Three clusters (C) were identified. Higher Aβ burden and CSF p-tau was the hallmark of C1. The other two clusters showed lower Aβ burden but higher expression of glial (C2) or synaptic markers (C3). Participants in C1 showed an AD-like clinical phenotype, comprising participants with the overall highest percentage of two parent FH and APOE-ε4 carriers, in addition to comprising more females compared to C2. C3 displayed better vascular health compared to C1. C2 were older and comprised a lower percentage of females compared to C3. C1 showed an AD-like gray matter reduction in medial temporal (notably hippocampus) and frontal regions that were not observed in Aβ(42/40) + compared with Aβ(42/40) - . Furthermore, Aβ(42/40) - participants in C1 showed GM reduction in inferior temporal areas compared with Aβ(42/40) + participants overall. C1 membership also predicted cognitive decline in executive function, but not memory, beyond Aβ + status, overall suggesting a better prognosis in Aβ(42/40) + participants without C1 membership. Additionally, C1 displayed a higher rate of conversion to Aβ + (25%) over time. CONCLUSIONS: Our results suggest that examining multiple CSF biomarkers reflecting diverse pathological pathways may complement and/or outperform AD core biomarkers and thresholding approaches to identify individuals showing a clinical and cognitive AD-like phenotype, including higher conversion to Aβ + , GM reductions and cognitive decline. The clinical utility of this approach warrants further investigation and replication in other cohorts.",AD
40371086,Assessment of causality association between serum adiponectin levels and the risk of Alzheimer's disease and Parkinson's disease: a Mendelian randomization study.,"BACKGROUND: Until recently, the association between circulating adiponectin (ADPN) levels and the risk of Alzheimer's disease (AD) and Parkinson's disease (PD) remained unclear. METHODS: We utilized public data from the IEU GWAS database to conduct a two-sample bidirectional Mendelian randomization (MR) analysis and multiple sensitivity analyses. The MR analysis was performed using the aggregated data, with the genetic risk score (GRS) serving as an instrumental variable. RESULTS: The MR analyses revealed no significant causal association between genetically determined ADPN levels and the risk of AD (OR(IVW) = 0.852, 95% confidence interval [CI]: 0.586-1.117, p = 0.235) or PD (OR(IVW) = 0.830, 95% CI: 0.780-1.156, p = 0.606). Conversely, neither AD nor PD demonstrated any causal association with ADPN levels. The GRS approach yielded similar results (p > 0.05). However, it exhibited a negative correlation with interleukin 1β (IL1β, β(IVW) = -0.31; 95% CI: -0.55 to -0.07, p = 0.011). The Cochrane's Q test and MR-PRESSO analysis revealed no evidence of pleiotropy. CONCLUSION: Our findings provide no evidence to substantiate a causal relationship between ADPN levels and the risk of AD and PD or vice versa. However, elevated levels of ADPN may correlate with lower levels of IL1β.",AD
38553327,Depressive Symptoms and Plasma Markers of Alzheimer's Disease and Neurodegeneration: A Coordinated Meta-Analysis of 8 Cohort Studies.,"BACKGROUND: Depressive symptoms are associated with an increased risk of Alzheimer's disease (AD). There has been a recent emergence in plasma biomarkers for AD pathophysiology, such as amyloid-beta (Aβ) and phosphorylated tau (p-tau), as well as for axonal damage (neurofilament light, NfL) and astrocytic activation (glial fibrillary acidic protein, GFAP). Hypothesizing that depressive symptoms may occur along the AD process, we investigated associations between plasma biomarkers of AD with depressive symptoms in individuals without dementia. METHODS: A two-stage meta-analysis was performed on 2 clinic-based and 6 population-based cohorts (N = 7210) as part of the Netherlands Consortium of Dementia Cohorts. Plasma markers (Aβ42/40, p-tau181, NfL, and GFAP) were measured using Single Molecular Array (Simoa; Quanterix) assays. Depressive symptoms were measured with validated questionnaires. We estimated the cross-sectional association of each standardized plasma marker (determinants) with standardized depressive symptoms (outcome) using linear regressions, correcting for age, sex, education, and APOE ε4 allele presence, as well as subgrouping by sex and APOE ε4 allele. Effect estimates were entered into a random-effects meta-analysis. RESULTS: Mean age of participants was 71 years. The prevalence of clinically relevant depressive symptoms ranged from 1% to 22%. None of the plasma markers were associated with depressive symptoms in the meta-analyses. However, NfL was associated with depressive symptoms only in APOE ε4 carriers (β 0.11; 95% CI: 0.05-0.17). CONCLUSIONS: Late-life depressive symptoms did not show an association to plasma biomarkers of AD pathology. However, in APOE ε4 allele carriers, a more profound role of neurodegeneration was suggested with depressive symptoms.",AD
38505230,"Comparison of cerebrospinal fluid, plasma and neuroimaging biomarker utility in Alzheimer's disease.","Alzheimer's disease biomarkers are crucial to understanding disease pathophysiology, aiding accurate diagnosis and identifying target treatments. Although the number of biomarkers continues to grow, the relative utility and uniqueness of each is poorly understood as prior work has typically calculated serial pairwise relationships on only a handful of markers at a time. The present study assessed the cross-sectional relationships among 27 Alzheimer's disease biomarkers simultaneously and determined their ability to predict meaningful clinical outcomes using machine learning. Data were obtained from 527 community-dwelling volunteers enrolled in studies at the Charles F. and Joanne Knight Alzheimer Disease Research Center at Washington University in St Louis. We used hierarchical clustering to group 27 imaging, CSF and plasma measures of amyloid beta, tau [phosphorylated tau (p-tau), total tau t-tau)], neuronal injury and inflammation drawn from MRI, PET, mass-spectrometry assays and immunoassays. Neuropsychological and genetic measures were also included. Random forest-based feature selection identified the strongest predictors of amyloid PET positivity across the entire cohort. Models also predicted cognitive impairment across the entire cohort and in amyloid PET-positive individuals. Four clusters emerged reflecting: core Alzheimer's disease pathology (amyloid and tau), neurodegeneration, AT8 antibody-associated phosphorylated tau sites and neuronal dysfunction. In the entire cohort, CSF p-tau181/Aβ40(lumi) and Aβ42/Aβ40(lumi) and mass spectrometry measurements for CSF pT217/T217, pT111/T111, pT231/T231 were the strongest predictors of amyloid PET status. Given their ability to denote individuals on an Alzheimer's disease pathological trajectory, these same markers (CSF pT217/T217, pT111/T111, p-tau/Aβ40(lumi) and t-tau/Aβ40(lumi)) were largely the best predictors of worse cognition in the entire cohort. When restricting analyses to amyloid-positive individuals, the strongest predictors of impaired cognition were tau PET, CSF t-tau/Aβ40(lumi), p-tau181/Aβ40(lumi), CSF pT217/217 and pT205/T205. Non-specific CSF measures of neuronal dysfunction and inflammation were poor predictors of amyloid PET and cognitive status. The current work utilized machine learning to understand the interrelationship structure and utility of a large number of biomarkers. The results demonstrate that, although the number of biomarkers has rapidly expanded, many are interrelated and few strongly predict clinical outcomes. Examining the entire corpus of available biomarkers simultaneously provides a meaningful framework to understand Alzheimer's disease pathobiological change as well as insight into which biomarkers may be most useful in Alzheimer's disease clinical practice and trials.",AD
40503330,Brain MRI signatures across sex and CSF Alzheimer's disease biomarkers.,"The relationship between cerebrospinal fluid (CSF) biomarkers of Alzheimer's disease and neurodegenerative effects is not fully understood. This study investigates neurodegeneration patterns across CSF Alzheimer's disease biomarker groups, the association of brain volumes with CSF amyloid and tau status and sex differences in these relationships in a clinical neurology sample. MRI and CSF Alzheimer's disease biomarkers data were analysed in 306 patients of the Mass General Brigham healthcare system aged 50+ (mean age = 68.4 ± 8.8 years; 43.1% female), who had lumbar punctures within 1 year of clinical MRI scans. We first analysed neurodegeneration patterns across four biomarker groups: 60 controls (A-T-&CU; amyloid negative, tau negative, cognitively unimpaired), 25 A+T- (amyloid positive, tau negative), 121 A+T+ (amyloid positive, tau positive) and 100 other dementia (A-T-&CI; amyloid negative, tau negative, cognitively impaired). Second, we examined volumetric associations with amyloid (amyloid positive, tau negative versus control) and tau in the presence of amyloid (amyloid positive, tau positive versus amyloid positive, tau negative) across 52 brain areas. Third, we examined sex differences in these relationships. Finally, we validated core analyses across three independent datasets-NACC (National Alzheimer's Coordinating Center), ADNI (Alzheimer's Disease Neuroimaging Initiative) and EPAD (European Prevention of Alzheimer's Dementia)-totalling 3137 participants, and performed meta-analyses to obtain more robust estimates. We observed distinct neurodegeneration patterns across biomarker groups, with disrupted connectivity (brain volume covariance networks) in amyloid positive and other dementia groups, while amyloid and tau negative, cognitively unimpaired controls exhibited the most connected network. Amyloid was associated with subcortical, cerebellar and brainstem atrophy, with consistent association observations in the thalamus and amygdala across all four datasets. Tau in the presence of amyloid demonstrated general brain shrinkage through enlargement of extracerebral CSF, alongside unexpected ventricle shrinkages. Sex-based analyses revealed that A+T+ (amyloid positive, tau positive) had lower sex differences in connectivity patterns compared with other groups. Sex differences were also noted in amyloid-related ventricular volume changes. This study reveals how amyloid and tau affect brain connectivity and volume across sex and CSF biomarker groups, emphasizing global brain changes and sex differences. By leveraging automated pipelines and advanced MRI and biomarker analyses, we extracted meaningful and replicable findings from heterogeneous clinical samples from real-world data. The meta-analyses across four datasets enhance the generalizability of our results.",AD
39885298,Synaptic vulnerability to amyloid-β and tau pathologies differentially disrupts emotional and memory neural circuits.,"Alzheimer's disease (AD) is characterized by memory loss and neuropsychiatric symptoms associated with cerebral amyloid-β (Aβ) and tau pathologies, but whether and how these factors differentially disrupt neural circuits remains unclear. Here, we investigated the vulnerability of memory and emotional circuits to Aβ and tau pathologies in mice expressing mutant human amyloid precursor protein (APP), Tau or both APP/Tau in excitatory neurons. APP/Tau mice develop age- and sex-dependent Aβ and phosphorylated tau pathologies, the latter exacerbated at early stages, in vulnerable brain regions. Early memory deficits were associated with hippocampal tau pathology in Tau and APP/Tau mice, whereas anxiety and fear appeared linked to intracellular Aβ in the basolateral amygdala (BLA) of APP and APP/Tau mice. Transcriptome hippocampal profiling revealed gene changes affecting myelination and RNA processing in Tau mice, and inflammation and synaptic-related pathways in APP/Tau mice at 6 months. At 9 months, we detected common and region-specific changes in astrocytic, microglia and 63 AD-associated genes in the hippocampus and BLA of APP/Tau mice. Spatial learning deficits were associated with synaptic tau accumulation and synapse disruption in the hippocampus of Tau and APP/Tau mice, whereas emotional disturbances were linked to Aβ pathology but not synaptic tau in the BLA. Interestingly, Aβ and tau exhibited synergistic detrimental effects in long-term potentiation (LTP) in the hippocampus but they counteract with each other to mitigate LTP impairments in the amygdala. These findings indicate that Aβ and tau pathologies cause region-specific effects and synergize to induce synaptic dysfunction and immune responses, contributing to the differing vulnerability of memory and emotional neural circuits in AD.",AD
40750516,Differential effects of soluble and plaque amyloid on late-life depression: The moderating role of tau pathology.,"BACKGROUND: Late-life depression frequently co-occurs with Alzheimer's disease (AD); however, the interactive effects of amyloid-beta (Aβ) species and tau pathology on depressive symptoms remain unclear. Soluble oligomeric Aβ (OAβ) and amyloid plaques may differentially influence depression depending on tau burden. OBJECTIVES: To examine how plasma OAβ and PET-measured amyloid plaque burden are associated with depressive symptoms across varying levels of tau pathology. DESIGN: Cross-sectional analysis using generalized linear models with interaction terms, supported by stratified subgroup analyses and Johnson-Neyman procedures. SETTING: Memory disorder clinic at a university-affiliated hospital. PARTICIPANTS: A total of 103 individuals, including cognitively normal controls (n = 24), patients with mild cognitive impairment (n = 54), and amyloid-positive dementia (n = 25), all of whom underwent plasma biomarker testing and tau and amyloid PET imaging. MEASUREMENTS: Depression was evaluated using the Cornell Scale for Depression in Dementia (CSDD), Hamilton Depression Rating Scale (HAM-D), and Geriatric Depression Scale-Short Version (GDS-SV). Plasma OAβ was measured by Multimer Detection System (MDS), and PET quantified amyloid and tau burden. RESULTS: MDS-OAβ showed a significant negative interaction with tau PET SUVR on depression scores (FDR-adjusted p < 0.05). Higher OAβ levels were linked to greater depression severity in low-tau individuals, but inversely related in high-tau individuals. Amyloid plaque burden was associated with depression only in those with advanced tau pathology. CONCLUSIONS: The association between amyloid pathology and depression differs depending on tau burden. Soluble OAβ may be a key contributor to depressive symptoms in early AD stages, while plaque effects become prominent later. These findings underscore the potential utility of OAβ as an early neuropsychiatric biomarker in AD and highlight the need to consider tau pathology when evaluating amyloid-related mood disturbances.",AD
40842648,"Neuroinflammation-mediated YKL-40 correlates with tau pathology and predicts longitudinal cognitive impairment and brain atrophy in Alzheimer's disease, with hypertensive dependency.","BACKGROUND: Neuroinflammation and hypertension are involved in Alzheimer's disease (AD). However, their independent and additive impacts on astrocytes and AD-related pathologies have not been fully explored. Hence, this study investigated whether the associations between astrocyte reactivity, measured by cerebrospinal fluid (CSF), Chitinase 3-like protein 1 (CHI3L1/YKL-40), and AD-related pathologies were mediated by neuroinflammation and whether these associations were modified by hypertension. We also investigated the influence of hypertension on the relationship between baseline levels of CSF YKL-40 and longitudinal changes in cognitive function and brain structures. METHODS: This study analyzed 288 participants from the AD Neuroimaging Initiative (ADNI) database. Multivariate linear regression, interaction, and subgroup analyses were conducted to explore the interrelationship between CSF YKL-40, AD biomarkers, neuroinflammation, cognitive function, and brain structures. Causal mediation analyses with 10,000 bootstrapped iterations were performed, using CSF YKL-40 as the independent variable and AD-related pathologies as the dependent variables, to explore mediation effects of neuroinflammation. Linear mixed-effects models were employed to study the associations between CSF YKL-40 and longitudinal changes in cognitive function and brain structures. RESULTS: Higher baseline CSF YKL-40 levels were correlated with higher p-tau, t-tau, and neuroinflammatory biomarkers (ICAM1, VCAM1, sTNFR1, and sTNFR2), but with lower entorhinal cortex volume. Interaction showed that hypertension had a moderating influence on the associations between CSF YKL-40 and p-tau and t-tau. The significant associations of CSF YKL-40 with p-tau and t-tau were partially mediated by neuroinflammatory biomarkers (ICAM1, VCAM1, sTNFR1, and sTNFR2) in the whole sample (proportions: 13.0%∼78.8%). Similarly, the partial mediation effects of VCAM1, sTNFR1, and sTNFR2 on the aforementioned associations also existed in hypertensive subgroup (proportions: 17.9%∼50.3%). Additionally, higher baseline levels of CSF YKL-40 predicted faster decline in cognitive performance and brain atrophy (volumes of whole brain, hippocampus, entorhinal cortex, and middle temporal lobe) in the whole sample. Notably, subgroup analyses showed that the associations between higher CSF YKL-40 and faster brain atrophy were pronounced in hypertensive individuals. CONCLUSION: These findings suggest that neuroinflammation may mediate the relationship between astrocyte reactivity, measured by CSF YKL-40, and AD-related pathologies, with significant hypertensive dependency. Furthermore, elevated baseline CSF YKL-40 levels accelerated cognitive decline and brain atrophy, particularly in hypertensive individuals.",AD
38049659,Florbetapir PET-assessed demyelination is associated with faster tau accumulation in an APOE ε4-dependent manner.,"PURPOSE: The main objectives were to test whether (1) a decrease in myelin is associated with enhanced rate of fibrillar tau accumulation and cognitive decline in Alzheimer's disease, and (2) whether apolipoprotein E (APOE) ε4 genotype is associated with worse myelin decrease and thus tau accumulation. METHODS: To address our objectives, we repurposed florbetapir-PET as a marker of myelin in the white matter (WM) based on previous validation studies showing that beta-amyloid (Aβ) PET tracers bind to WM myelin. We assessed 43 Aβ-biomarker negative (Aβ-) cognitively normal participants and 108 Aβ+ participants within the AD spectrum with florbetapir-PET at baseline and longitudinal flortaucipir-PET as a measure of fibrillar tau (tau-PET) over ~ 2 years. In linear regression analyses, we tested florbetapir-PET in the whole WM and major fiber tracts as predictors of tau-PET accumulation in a priori defined regions of interest (ROIs) and fiber-tract projection areas. In mediation analyses we tested whether tau-PET accumulation mediates the effect of florbetapir-PET in the whole WM on cognition. Finally, we assessed the role of myelin alteration on the association between APOE and tau-PET accumulation. RESULTS: Lower florbetapir-PET in the whole WM or at a given fiber tract was predictive of faster tau-PET accumulation in Braak stages or the connected grey matter areas in Aβ+ participants. Faster tau-PET accumulation in higher cortical brain areas mediated the association between a decrease in florbetapir-PET in the WM and a faster rate of decline in global cognition and episodic memory. APOE ε4 genotype was associated with a worse decrease in the whole WM florbetapir-PET and thus enhanced tau-PET accumulation. CONCLUSION: Myelin alterations are associated in an APOE ε4 dependent manner with faster tau progression and cognitive decline, and may therefore play a role in the etiology of AD.",AD
39403075,Cerebrovascular disease is associated with Alzheimer's plasma biomarker concentrations in adults with Down syndrome.,"By age 40 years, over 90% of adults with Down syndrome have Alzheimer's disease pathology and most progress to dementia. Despite having few systemic vascular risk factors, individuals with Down syndrome have elevated cerebrovascular disease markers that track with the clinical progression of Alzheimer's disease, suggesting a role of cerebrovascular disease that is hypothesized to be mediated by inflammatory factors. This study examined the pathways through which small vessel cerebrovascular disease contributes to Alzheimer's disease-related pathophysiology and neurodegeneration in adults with Down syndrome. One hundred eighty-five participants from the Alzheimer's Biomarkers Consortium-Down Syndrome [mean (SD) age = 45.2 (9.3) years] with available MRI and plasma biomarker data were included in this study. White matter hyperintensity (WMH) volumes were derived from T2-weighted fluid-attenuated inversion recovery MRI scans, and plasma biomarker concentrations of amyloid beta 42/40, phosphorylated tau 217, astrocytosis (glial fibrillary acidic protein) and neurodegeneration (neurofilament light chain) were measured with ultrasensitive immunoassays. We examined the bivariate relationships of WMH, amyloid beta 42/40, phosphorylated tau 217 and glial fibrillary acidic protein with age-residualized neurofilament light chain across Alzheimer's disease diagnostic groups. A series of mediation and path analyses examined statistical pathways linking WMH and Alzheimer's disease pathophysiology to promote neurodegeneration in the total sample and groups stratified by clinical diagnosis. There was a direct and indirect bidirectional effect through the glial fibrillary acidic protein of WMH on phosphorylated tau 217 concentration, which was associated with neurofilament light chain concentration in the entire sample. Amongst cognitively stable participants, WMH was directly and indirectly, through glial fibrillary acidic protein, associated with phosphorylated tau 217 concentration, and in those with mild cognitive impairment, there was a direct effect of WMH on phosphorylated tau 217 and neurofilament light chain concentrations. There were no associations of WMH with biomarker concentrations among those diagnosed with dementia. The findings from this cross-sectional study suggest that among individuals with Down syndrome, cerebrovascular disease promotes neurodegeneration by increasing astrocytosis and tau pathophysiology in the presymptomatic phases of Alzheimer's disease, but future studies will need to confirm these associations with longitudinal data. This work joins an emerging literature that implicates cerebrovascular disease and its interface with neuroinflammation as a core pathological feature of Alzheimer's disease in adults with Down syndrome.",AD
40057581,"Longitudinal trajectories of cognitive, functional, and neuropsychiatric decline in Alzheimer's disease during COVID-19 lockdown in South Korea.","The progression of Alzheimer's disease (AD) and its interaction with COVID-19-induced social isolation remains poorly understood. This study investigated the longitudinal trajectories of AD severity on cognitive function, functional ability, and neuropsychiatric symptoms, and examined the impact of COVID-19 lockdown on AD patients in South Korea. In this retrospective longitudinal study, data from 253 adults (aged ≥ 55) diagnosed with mild cognitive impairment (MCI) or AD were analyzed, collected between 2018 and 2022. Participants were classified into four groups based on clinical dementia rating (CDR) scores: MCI, AD-CDR0.5, AD-CDR1, and AD-CDR2. Cognitive function, functional abilities, neuropsychiatric symptoms, depressive symptoms, and overall dementia severity were assessed. Linear mixed-effects models, along with mediation and moderation analyses were employed to analyze the data. Significant trajectories of decline in cognitive function and functional abilities were observed over time, with more pronounced declines in higher AD severity groups. The COVID-19 lockdown exacerbated cognitive decline and impairment in activities of daily living (ADL) specifically in the most severe AD group (AD-CDR2). Instrumental activities of daily living (IADL) mediated the relationship between mini-mental state examination (MMSE) scores and CDR sum of boxes (CDR-SB) in the MCI, AD-CDR0.5, and AD-CDR1 groups. A significant interaction between MMSE scores and neuropsychiatric symptoms was observed in the moderate AD group (AD-CDR1), indicating that worsening neuropsychiatric symptoms intensified cognitive decline. Neuropsychiatric Inventory (NPI) scores increased over time, indicating worsening neuropsychiatric symptoms, whereas depressive symptoms, measured by the short geriatric depression scale (SGDS), remained stable over the study period. This study highlights the impact of AD severity on cognitive and functional decline, further exacerbated by the COVID-19 lockdown. The mediating role of IADL suggests that maintaining complex daily activities may be crucial in slowing disease progression in AD patients. Additionally, the worsening of neuropsychiatric symptoms underscores the need for targeted mental health support, especially during periods of social isolation, to mitigate adverse effects on patients and caregivers.",AD
